0 0
0.01 0
0.02 0
0.03 0
0.04 0
0.05 0
0.06 0
0.07 0
0.08 0
0.09 10
0.1 10
0.11 10
0.12 10
0.13 10
0.14 10
0.15 10
0.16 10
0.17 20
0.18 20
0.19 10
0.2 10
0.21 10
0.22 10
0.23 10
0.24 10
0.25 20
0.26 20
0.27 10
0.28 10
0.29 10
0.3 10
0.31 10
0.32 20
0.33 20
0.34 20
0.35 10
0.36 10
0.37 10
0.38 10
0.39 10
0.4 20
0.41 20
0.42 10
0.43 10
0.44 10
0.45 10
0.46 10
0.47 10
0.48 20
0.49 20
